patient_id,label,n_regions,n_fragments,mean_fragment_length,std_fragment_length,mean_cpg_count,methylation_ratio
X1077,0,255,750,202.932,65.99488396332956,2.2853333333333334,0.4793064876956154
X1078,0,258,750,197.46933333333334,63.95841143187415,2.336,0.45803921568615474
X1079,0,250,732,205.47267759562843,67.74899887905825,2.319672131147541,0.44543546694636793
X1080,0,251,733,200.84856753069576,65.94805710565542,2.3083219645293314,0.45965770171136655
X1081,0,254,750,199.196,65.84649004059872,2.332,0.47786885245888583
X1082,0,266,750,201.68,65.66183264779218,2.3346666666666667,0.433201385452639
X1083,0,249,669,197.68161434977577,64.00772075833028,2.304932735426009,0.4674143679901584
X1085,0,264,750,199.49733333333333,64.18967201107114,2.2946666666666666,0.44631742738577634
X1086,0,255,750,200.94133333333335,66.25203814391088,2.3106666666666666,0.4494294605807963
X1087,0,237,549,202.32422586520948,67.26499653751009,2.3096539162112935,0.4233722871451007
X1088,0,253,750,198.89333333333335,65.42924388647293,2.352,0.4734299516906942
X1090,0,255,680,202.19117647058823,65.09860334476805,2.323529411764706,0.46552740129626824
X1091,0,232,565,198.07610619469025,64.23234549545214,2.297345132743363,0.44635488308100196
X1092,0,260,750,201.49866666666668,66.11488484616926,2.3386666666666667,0.44928278688513085
X1093,0,235,532,203.00563909774436,66.36146436873572,2.332706766917293,0.4640987284964607
X1095,0,256,750,202.80666666666667,66.99256642013019,2.296,0.4612911867129758
X1096,0,237,510,196.77254901960785,64.09771363709083,2.2862745098039214,0.4728304947281132
X11002,0,258,750,204.024,65.6347628217446,2.3146666666666667,0.4437627811859806
X11005,0,258,750,198.94666666666666,66.75355537763929,2.3426666666666667,0.46978609625655887
X11006,0,229,598,199.87625418060202,66.2374976252459,2.411371237458194,0.4830820770517645
X11007,0,256,750,198.24533333333332,65.48071327922104,2.3253333333333335,0.4423028151152822
X11008,0,262,750,202.08133333333333,66.37646207973292,2.3306666666666667,0.46750468039570275
X11009,0,264,750,198.98933333333332,65.28058327626131,2.2866666666666666,0.45917001338675795
X11010,0,254,750,201.11333333333334,65.80412719241518,2.3106666666666666,0.4616409163557641
X11011,0,253,750,194.22133333333332,62.32310709698468,2.3453333333333335,0.4865836791146648
X11012,0,242,601,197.6638935108153,65.31707008692858,2.2762063227953413,0.4823695345555422
X11013,0,245,660,203.16060606060606,65.85828421415707,2.3045454545454547,0.46007259528116756
X11014,0,251,750,197.92533333333333,64.63278650619634,2.296,0.45113963845940497
X11015,0,233,532,199.90977443609023,65.37586051091876,2.330827067669173,0.46599022923695377
X11016,0,230,523,202.39196940726578,66.28659956273128,2.288718929254302,0.44697535474217814
X11017,0,255,735,200.09251700680272,65.25086815012463,2.3102040816326532,0.453041622198385
X11018,0,255,717,201.05857740585773,64.88231530439823,2.276150627615063,0.4257761544481018
X11019,0,248,653,200.46094946401226,65.22805151746198,2.356814701378254,0.4650951949227969
X11020,0,239,604,195.95529801324503,65.17111700591455,2.306291390728477,0.45882740447942727
X11021,0,256,718,198.20612813370474,63.970130271110136,2.3077994428969357,0.4529797703661966
X11022,0,249,750,198.70133333333334,65.18677880947605,2.3413333333333335,0.4467056728566658
X11024,0,240,601,199.8352745424293,65.81915287733769,2.301164725457571,0.4733059548253
X11025,0,257,715,202.01398601398603,65.82793697898254,2.302097902097902,0.47876672483988403
X11026,0,257,750,198.65733333333333,64.94476560551708,2.328,0.44024205748854256
X11027,0,261,697,199.0028694404591,66.09588263994078,2.296987087517934,0.4520045172217809
X11028,0,238,571,201.65323992994746,66.74731268334752,2.31523642732049,0.4492014950729021
X11029,0,254,750,198.676,65.46028076118627,2.3293333333333335,0.4626588983049622
X11030,0,255,750,201.58933333333334,66.37006870235675,2.288,0.4449053668653241
X11031,0,250,750,198.94266666666667,65.08436099572786,2.2866666666666666,0.44545454545442975
X11032,0,255,750,198.984,65.82767207388294,2.3306666666666667,0.4647700079764784
X11033,0,254,750,199.44266666666667,64.81500890654537,2.3413333333333335,0.45944531658805354
X11034,0,251,712,204.2317415730337,66.88203142327542,2.317415730337079,0.45118949958970433
X11035,0,245,725,203.27724137931034,67.94118424437377,2.313103448275862,0.4545947411221321
X11036,0,253,679,198.28129602356407,65.14324617358014,2.2901325478645065,0.4421381859538123
X11037,0,267,750,196.552,64.48695446367428,2.3066666666666666,0.4750137287203528
X11038,0,261,750,202.13066666666666,67.05785755268025,2.2893333333333334,0.45041972717721657
X11039,0,231,568,201.2411971830986,66.34610961117903,2.3767605633802815,0.4613807245384616
X11040,0,260,750,201.98266666666666,65.78795000775007,2.3213333333333335,0.4536216779571512
X11042,0,250,750,202.27333333333334,65.59348511009983,2.3306666666666667,0.4580712788258758
X11043,0,256,711,201.33192686357242,66.1588429225435,2.29817158931083,0.4646005117996973
X11044,0,254,750,204.34666666666666,67.6442839828729,2.3026666666666666,0.45930851063817574
X11045,0,253,750,202.99333333333334,67.07205047973079,2.336,0.4708411717279036
X11046,0,264,750,199.956,65.67915496817338,2.3013333333333335,0.46063517480638894
X11047,0,250,750,199.46666666666667,65.63499743954355,2.324,0.46344057431521846
X11048,0,258,750,202.05733333333333,65.65037227278727,2.312,0.420975965039956
X11049,0,239,603,196.98175787728027,65.1451600110356,2.2587064676616917,0.45766129032242686
X11050,0,248,750,201.75066666666666,66.07450718359961,2.276,0.4441842310693614
X11051,0,228,548,196.2992700729927,64.89287803684749,2.3047445255474455,0.47321094042694894
X11052,0,250,648,196.14814814814815,64.79604490123027,2.3040123456790123,0.46627108057449523
X11053,0,229,558,191.1810035842294,60.30398975486469,2.313620071684588,0.48046148120562693
X11054,0,254,750,205.02133333333333,67.48431579428083,2.2946666666666666,0.4451629591307695
X11055,0,269,750,201.51333333333332,65.93319211309446,2.34,0.46318289786211053
X11056,0,239,636,202.27672955974842,66.52125606752384,2.3144654088050314,0.45488257107526114
X11057,0,245,750,197.888,64.61379204679653,2.28,0.4949348769897265
X11058,0,260,750,199.28266666666667,64.95081292451663,2.3026666666666666,0.42495078740147024
X11061,0,255,750,199.064,66.43915439959582,2.2893333333333334,0.48543963811125657
X11062,0,251,750,198.99066666666667,65.727568388175,2.3426666666666667,0.4586269903418276
X11063,0,256,669,195.42152466367713,63.47584230335854,2.275037369207773,0.45954106280179363
X11064,0,248,750,203.58533333333332,67.26272904233237,2.344,0.4546159813807979
X11065,0,252,750,199.76533333333333,65.54628592240923,2.316,0.4395242914978645
X11066,0,257,750,197.05466666666666,64.44107136153326,2.2733333333333334,0.449038714774704
X11067,0,266,744,198.31317204301075,64.95157450592217,2.275537634408602,0.45255279337063553
X11068,0,261,750,202.48533333333333,66.23011740556977,2.3146666666666667,0.47916091636751884
X11069,0,233,553,198.4900542495479,64.57206741488257,2.305605786618445,0.459625090122401
X11070,0,242,614,196.84201954397395,64.08755304937375,2.2899022801302933,0.4472010178115626
X11071,0,238,587,198.87223168654174,64.69905983134888,2.303236797274276,0.4396747967478245
X11073,0,246,619,201.4184168012924,66.7187890891748,2.2907915993537964,0.4521683673467946
X11075,0,250,750,200.912,66.02710748371965,2.3306666666666667,0.4513297185643038
X11076,0,257,750,201.14,65.61498101297701,2.2546666666666666,0.45310825294735985
X11077,0,263,750,205.08,68.65493621486125,2.3173333333333335,0.4698567180317735
X11078,0,262,750,199.43333333333334,65.50436287420523,2.304,0.4630225080384611
X11079,0,246,750,199.73466666666667,64.90288333262929,2.3586666666666667,0.45852773457738244
X11080,0,259,750,200.768,65.85986771927196,2.3173333333333335,0.4401114206127019
X11081,0,260,750,206.52666666666667,68.2563498063652,2.2813333333333334,0.44211886304898135
X11082,0,258,750,198.89066666666668,65.70478455096621,2.316,0.4669354838708422
X11083,0,236,585,199.7025641025641,64.4573700792077,2.3401709401709403,0.4665985003406726
X11084,0,228,509,200.74066797642436,65.58942018063884,2.2730844793713163,0.4481022463205081
X11085,0,254,750,193.03333333333333,62.67890837878046,2.2946666666666666,0.4871214265495366
X11086,0,266,750,199.61466666666666,65.41644684803832,2.3213333333333335,0.47438692098079716
X11087,0,261,750,199.02533333333332,64.41594542416411,2.2933333333333334,0.465998374424149
X11089,0,233,574,201.34668989547038,66.62673612293435,2.3101045296167246,0.4891184064918889
X11090,0,249,731,205.15184678522573,67.43975519976853,2.322845417236662,0.4393272962482693
X11092,0,259,750,199.424,65.96171786725995,2.2946666666666666,0.4695770804910042
X11093,0,219,546,199.00732600732601,65.87289307118454,2.2765567765567765,0.4472831953938657
X11094,0,260,750,201.85066666666665,66.74953457682099,2.288,0.4369747899158551
X11095,0,261,750,203.98533333333333,66.99773965009732,2.3146666666666667,0.4853228962816647
X11096,0,263,740,200.97972972972974,65.99904479187913,2.308108108108108,0.45926324280708275
X2001,0,231,536,203.77798507462686,66.95000613378024,2.2891791044776117,0.43128295254817883
X2002,0,245,629,202.44197138314786,65.55868658123599,2.324324324324324,0.44860386621649323
X2003,0,258,710,198.69859154929577,65.74658453712982,2.3112676056338026,0.462905500705088
X2005,0,263,750,197.95866666666666,63.48097582390772,2.3373333333333335,0.47922361946405706
X2006,0,253,694,201.5893371757925,66.67182694948869,2.3314121037463975,0.4632121385627074
X2007,0,247,656,202.77134146341464,67.11422849510495,2.323170731707317,0.4755070202806629
X2008,0,240,653,201.37212863705972,66.48096795832355,2.326186830015314,0.465094917329925
X2009,0,234,551,197.81851179673322,65.86032422514445,2.3121597096188746,0.462767889574841
X2010,0,260,750,206.08,67.99981568602472,2.2866666666666666,0.45917001338675795
X2011,0,256,750,198.18,64.3707459435832,2.312,0.46463022508026136
X2012,0,249,639,197.7433489827856,64.84974699881965,2.300469483568075,0.470099136552456
X2013,0,251,623,199.1011235955056,65.62807591768386,2.3146067415730336,0.48765640852198594
X2014,0,251,750,199.29066666666668,65.25656681812865,2.316,0.4638184245659643
X2017,0,255,750,201.044,65.64961079346422,2.312,0.45416448402292975
X2018,0,255,750,194.668,63.611008816608674,2.3106666666666666,0.47741046831942774
X2019,0,250,710,202.95352112676056,66.88090599112138,2.3309859154929575,0.438875629806301
X2020,0,232,516,195.5794573643411,65.04675930305504,2.251937984496124,0.4436807941960887
X2021,0,259,750,203.17066666666668,67.41517291793855,2.3146666666666667,0.4529089486041083
X2022,0,262,750,197.884,63.88638778331422,2.3413333333333335,0.47331536388127404
X2023,0,237,540,201.6425925925926,66.46656107718084,2.2888888888888888,0.4530791788854644
X2024,0,254,750,199.94666666666666,64.71743574098782,2.308,0.464199517296738
X2025,0,265,750,197.64,64.12611324569734,2.3173333333333335,0.44609856262822223
X2026,0,236,622,201.09807073954983,64.81508470472879,2.3215434083601285,0.4494242141299566
X2027,0,255,750,203.00933333333333,67.02561634347141,2.3253333333333335,0.46756032171569234
X2028,0,252,750,199.02933333333334,65.41895092062816,2.3186666666666667,0.44612621857351303
X2029,0,247,750,197.22133333333332,63.57021586316102,2.3253333333333335,0.46027975719174974
X2030,0,247,636,198.36006289308176,64.60190800769772,2.3254716981132075,0.4735830931794833
X2031,0,235,589,198.14431239388796,64.62369502213005,2.2733446519524616,0.4620427881295852
X2032,0,230,532,196.08646616541353,63.871994029829686,2.3289473684210527,0.44972776769493655
X2033,0,253,750,204.00133333333332,66.28989866404149,2.328,0.4602003162887559
X2034,0,227,589,200.3106960950764,66.5423533714802,2.33106960950764,0.4714972527470908
X2035,0,254,749,198.42857142857142,64.46569376284572,2.3097463284379174,0.4507556018758596
X2036,0,230,501,194.25948103792416,63.49388622343595,2.3293413173652695,0.43757030371187194
X2038,0,255,750,196.50666666666666,64.11688770432396,2.3146666666666667,0.47276688453146165
X2039,0,259,750,201.552,66.60580026794463,2.3093333333333335,0.46459227467798697
X2040,0,257,750,203.07733333333334,67.57018587776383,2.2853333333333334,0.46274298056143015
X2041,0,259,750,199.93333333333334,65.5664616163545,2.32,0.46251993620402376
X2042,0,237,545,200.0862385321101,65.27124697890821,2.302752293577982,0.48010711553156843
X2043,0,259,750,199.54266666666666,64.74549286415404,2.3053333333333335,0.47473915431068786
X2044,0,241,612,198.43790849673204,63.75377267476912,2.264705882352941,0.45592105263142896
X2045,0,241,513,199.15594541910332,65.53979676333073,2.378167641325536,0.4525222551927105
X2046,0,252,750,198.24266666666668,64.62713397809176,2.3106666666666666,0.4749246368866882
X2047,0,235,586,201.6962457337884,65.93157498317586,2.302047781569966,0.4504173622703004
X2048,0,259,722,200.5027700831025,65.7709710240449,2.3047091412742384,0.45840220385662306
X2049,0,260,750,204.836,67.21597853685287,2.292,0.4611051502144686
X2050,0,254,750,200.74933333333334,65.31065124634895,2.2706666666666666,0.4847708511242571
X2051,0,258,750,203.98666666666668,67.1879341019568,2.3293333333333335,0.4484086242298644
X2052,0,243,536,196.77798507462686,64.03597082983266,2.330223880597015,0.4756283320637945
X2053,0,254,750,195.81866666666667,63.954998122812015,2.2786666666666666,0.44879201680660485
X2054,0,226,549,205.8214936247723,68.20600567512543,2.2823315118397085,0.4350694444442934
X2055,0,260,678,198.07522123893804,63.70341914059081,2.2964601769911503,0.4663072776278927
X2056,0,254,685,201.62919708029196,65.63401975340498,2.348905109489051,0.49507692307677076
X2058,0,251,750,203.96533333333332,66.83485217226779,2.3506666666666667,0.46031331592677277
X2059,0,253,750,197.36266666666666,64.87170266165535,2.2826666666666666,0.453630100688804
X2060,0,263,750,200.528,65.5436639399009,2.2866666666666666,0.43794688457598624
X2063,0,249,620,201.53225806451613,65.65027522285516,2.325806451612903,0.46336760925434983
X2064,0,260,750,197.04266666666666,62.947370976784164,2.312,0.466254369454029
X2065,0,250,695,202.75539568345323,66.57227821159708,2.306474820143885,0.45944396675251953
X2066,0,226,567,196.97883597883597,63.64858528849692,2.2962962962962963,0.4517696044412034
X2068,0,255,750,201.71866666666668,66.49081779881757,2.312,0.4690289423855913
X2069,0,237,540,197.23518518518517,64.21256845188432,2.2944444444444443,0.443450250536706
X2070,0,251,750,201.00133333333332,65.7771490075053,2.2893333333333334,0.4548344370859722
X2071,0,244,586,203.23378839590444,67.6209190095479,2.33617747440273,0.4379398592449015
X2072,0,245,742,200.36522911051213,64.5620538008608,2.2628032345013476,0.4639403150040166
X2074,0,261,750,200.26266666666666,65.55172262843712,2.348,0.469224620303632
X2075,0,265,750,201.98,66.35505205584073,2.336,0.4407547169810212
X2076,0,251,607,199.2125205930807,65.70702264684374,2.2932454695222404,0.4623048820988169
X2077,0,257,680,199.5720588235294,65.49742326675741,2.2955882352941175,0.46652719665258024
X2078,0,243,619,197.562197092084,64.31445812638395,2.3004846526655895,0.4698119432528968
X2079,0,253,735,198.52244897959184,65.85245701325631,2.3142857142857145,0.4520329524314504
X2080,0,245,750,200.212,64.88510144350036,2.26,0.45151838039412584
X2081,0,258,750,202.28666666666666,66.58579795188227,2.3173333333333335,0.4582124967043348
X2082,0,253,750,199.30533333333332,65.53776599454359,2.2733333333333334,0.4857549857548474
X2084,0,248,596,202.43288590604027,67.7214031803722,2.325503355704698,0.43999999999986034
X2085,0,267,750,197.48533333333333,65.76160317050943,2.3333333333333335,0.4428137651820742
X2086,0,254,705,197.6113475177305,65.10083296544005,2.326241134751773,0.4647208841030137
X2089,0,250,750,199.46533333333332,65.05264123427699,2.2893333333333334,0.4403693254679558
X2090,0,247,651,201.0552995391705,66.58074350638222,2.345622119815668,0.4578710644676288
X2091,0,255,750,202.896,67.3018066919455,2.3053333333333335,0.430849738350254
X2092,0,241,590,199.66949152542372,64.98485548275332,2.2898305084745765,0.4530516431923363
X2093,0,253,701,201.8074179743224,66.19905789317322,2.298145506419401,0.43376413570262956
X2094,0,247,648,200.90123456790124,66.48614075170921,2.337962962962963,0.4756671899527549
X2095,0,268,750,200.14533333333333,65.82122412177463,2.3093333333333335,0.45068956544354655
X2096,0,227,544,197.2941176470588,64.62349869083988,2.3455882352941178,0.4510427712971188
X3012,0,241,657,198.94368340943683,65.85888373367396,2.324200913242009,0.4697016302674655
X3013,0,251,599,197.46744574290483,65.18194792946723,2.320534223706177,0.48618398041256167
X3014,0,257,750,206.00133333333332,68.22989568282286,2.3626666666666667,0.43688362919121376
X3015,0,255,750,199.904,65.65206356746653,2.296,0.44669260700377517
X3016,0,255,750,196.56133333333332,63.95895223935079,2.3053333333333335,0.47881473276087544
X3017,0,248,750,199.96533333333332,65.54211977720044,2.308,0.44740242956824827
X3021,0,228,533,198.6622889305816,64.96547231325748,2.272045028142589,0.4351419331654922
X3022,0,244,595,198.13949579831933,64.18041039707815,2.2907563025210083,0.4505785123965453
X3023,0,260,736,200.53532608695653,65.32466036702817,2.2744565217391304,0.4228340490021665
X3024,0,245,588,199.8265306122449,66.07443115600164,2.314625850340136,0.4590219224281757
X3025,0,241,665,204.8406015037594,67.39874726931339,2.330827067669173,0.4585798816566691
X3026,0,263,750,196.85466666666667,64.56351042363033,2.288,0.48202247190997694
X3027,0,247,683,199.82576866764276,64.42915532836946,2.3382137628111272,0.48987730061334667
X3028,0,251,706,199.8512747875354,65.82670381110952,2.348441926345609,0.4602998334257467
X3031,0,224,523,202.05544933078394,66.41061492201446,2.349904397705545,0.44192736425730245
X3032,0,249,750,199.93066666666667,66.0347423171234,2.3293333333333335,0.4651224707134012
X3033,0,259,750,201.568,66.63594657540328,2.2946666666666666,0.4423027499356355
X3034,0,247,750,198.67866666666666,64.57245603368531,2.316,0.4722675367046024
X3035,0,252,750,194.02666666666667,62.25178408866867,2.2773333333333334,0.4651416122003091
X3036,0,238,581,201.86574870912222,65.71619898957464,2.325301204819277,0.46188034188018395
X3037,0,236,626,200.13258785942492,65.40830221565373,2.2555910543130993,0.46008471814908436
X3038,0,233,521,194.69673704414586,63.415034280889586,2.2975047984644914,0.4551330798477357
X3040,0,249,573,204.36649214659687,68.17894323988551,2.300174520069808,0.4629434492446565
X3041,0,259,744,202.8508064516129,66.50877579247833,2.314516129032258,0.45196850393688925
X3043,0,265,750,203.82,66.58499030061755,2.2733333333333334,0.44797687861259905
X3046,0,252,750,202.39066666666668,66.4847304240271,2.2933333333333334,0.46001604707128646
X3047,0,261,750,198.924,66.25114507689659,2.3146666666666667,0.46995127233338657
X3049,0,248,750,200.38533333333334,65.93831095467608,2.2933333333333334,0.48752834467106365
X3050,0,265,750,200.21333333333334,65.35655913695443,2.32,0.4578947368419848
X3051,0,246,750,198.09333333333333,63.502330315946324,2.292,0.452964426877351
X3052,0,246,653,198.26186830015314,65.31929142561226,2.3093415007656968,0.42889647326495195
X3053,0,247,692,199.94653179190752,64.49348021979979,2.36271676300578,0.4591406908170573
X3056,0,240,694,198.71469740634006,65.15118208829443,2.3112391930835736,0.44642360144713433
X3058,0,249,602,201.9418604651163,66.07343851807467,2.2940199335548175,0.4638898219682688
X3059,0,233,520,204.95384615384614,67.10251761165512,2.2673076923076922,0.44574669187128707
X3060,0,253,750,200.71733333333333,65.71546824167216,2.3426666666666667,0.4378270620482338
X3061,0,246,624,195.79326923076923,63.86158323805561,2.2708333333333335,0.4342629482070382
X3062,0,259,750,199.27466666666666,65.99377161183891,2.3173333333333335,0.4395548811329187
X3063,0,253,750,201.29733333333334,64.85689574919711,2.356,0.4581280788176152
X3064,0,251,750,200.384,65.78072066089476,2.3,0.48523206751041204
X3065,0,261,750,202.99466666666666,66.68649017271456,2.3,0.4464285714284559
X3066,0,241,583,203.90394511149228,66.3152280389379,2.3567753001715266,0.45481628599786333
X3067,0,240,561,201.6007130124777,65.94450969992054,2.299465240641711,0.4617036506798634
X3068,0,240,688,198.1468023255814,64.82469846032878,2.296511627906977,0.4614485981307064
X3069,0,231,527,200.9563567362429,66.8443204816574,2.2618595825426944,0.44896421845557477
X3070,0,262,750,199.86666666666667,65.53440487425075,2.324,0.4727420667207831
X3071,0,242,674,200.43175074183975,66.37693997940745,2.351632047477745,0.46686303387320566
X3072,0,241,609,198.4039408866995,63.72849623533311,2.3054187192118225,0.47193277310908505
X3073,0,252,750,199.996,64.91572986572669,2.3,0.4396024464830684
X3074,0,241,592,202.79898648648648,66.25652797251597,2.3462837837837838,0.45318107667195656
X3075,0,252,750,197.896,65.83723250562709,2.3093333333333335,0.44183673469376483
X3077,0,256,750,202.216,66.38155374298897,2.3146666666666667,0.4479999999998844
X3078,0,247,654,199.21406727828747,65.41228960109758,2.2981651376146788,0.4735349716444633
